,fluxes,equ,ec-code,kcat_MW,E
rxn05029,0.0,atp_c + cbi_c --> adocbi_c + pppi_c,2.5.1.17,,
rxn05031_num1,0.0,prephytedp_c --> cpd03205_c0 + h_c + ppi_c,,360663.8920877724,0.0
rxn05034,0.0,4hbz_c + cpd02172_c0 --> cpd02419_c0 + h_c + ppi_c,,,
rxn05039,1.9323677484417634e-05,5aprbu_c + h2o_c --> 4r5au_c + pi_c,3.1.3.104,,
rxn05040_num1,3.8647354968835255e-05,ru5p__D_c --> db4p_c + for_c + h_c,4.1.99.12,,
rxn05059,0.0,dctp_c + 2.0 h2o_c --> dump_c + h_c + nh4_c + ppi_c,3.5.4.30,,
rxn05070,0.00974626068737681,sql_c --> dptne_c,5.4.99.17,0.1362,0.07155844851231138
rxn05071,0.0004853179348514517,h2o_c + sql_c --> dpterol_c,4.2.1.129,,
rxn05072,0.0,g6p_c --> mi3p__D_c,5.5.1.4,,
rxn05116,0.0,cpd04539_c0 + h_c --> co2_c + cpd08449_c0,,165703.1508270578,0.0
rxn05126,0.0,ggbutal_c + h2o_c + nad_c --> gg4abut_c + 2.0 h_c + nadh_c,,,
rxn05127,0.0,ggbutal_c + h2o_c + nadp_c --> gg4abut_c + 2.0 h_c + nadph_c,,,
rxn05187,0.0,atp_c + cpd03424_e0 + h2o_c --> adp_c + cpd03424_c0 + h_c + pi_c,,,
rxn05189_num1,0.0,atp_c + fe3dcit_e + h2o_c --> adp_c + fe3dcit_c + h_c + pi_c,7.2.2.18,,
rxn05198,0.0,cytd_e + h_e --> cytd_c + h_c,,,
rxn05199,0.0,h_e + uri_e --> h_c + uri_c,,,
rxn05200,0.0,h_e + thymd_e --> h_c + thymd_c,,,
rxn05201,0.0,h_e + hxan_e --> h_c + hxan_c,,,
rxn05205,0.0,dcyt_e + h_e --> dcyt_c + h_c,,,
rxn05229,0.06100287400933289,air_c + atp_c + h2co3_c --> 5aizc_c + adp_c + h_c + pi_c,,,
rxn05231_num1,0.0,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,,,
rxn05232,0.0038175864481819833,atp_c + trdrd_c --> datp_c + h2o_c + trdox_c,,,
rxn05233_num1,0.0,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,,,
rxn05234,0.003278299143234341,gtp_c + trdrd_c --> dgtp_c + h2o_c + trdox_c,,,
rxn05235,0.0032782991432343416,ctp_c + trdrd_c --> dctp_c + h2o_c + trdox_c,,,
rxn05236,0.0,trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c,,,
rxn05239,0.02741122262271042,paps_c + trdrd_c --> h_c + pap_c + so3_c + trdox_c,,415729.5171093114,6.593523311336815e-08
rxn05287,0.0,ggdp_c + ipdp_c --> h_c + pendp_c + ppi_c,2.5.1.81,,
rxn05289,0.15127982961720743,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,,,
rxn05293,0.06138947173336954,2mecdp_c + h_c + nadh_c --> h2mb4p_c + h2o_c + nad_c,,294167.5875051541,2.086887690585352e-07
rxn05307,0.0,h_e + ser__L_e --> h_c + ser__L_c,,,
rxn05316,0.0,h_e + ins_e --> h_c + ins_c,,,
rxn05317,0.0,dad_2_e + h_e --> dad_2_c + h_c,,,
rxn05318,0.0,adn_e + h_e --> adn_c + h_c,,,
rxn05322,0.049034221780863904,but2eACP_c + h_c + nadh_c --> butACP_c + nad_c,,,
rxn05323,0.01475762913336135,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c,,,
rxn05324,0.015168609907676656,h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c,1.3.1.9,,
rxn05325,0.049034221780863904,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c,1.3.1.9,,
rxn05326,0.0,h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c,1.3.1.9,,
rxn05327,0.0,cpd11475_c0 + h_c + nadh_c --> dcaACP_c + nad_c,,,
rxn05328,0.0,h_c + nadh_c + tpalm2eACP_c --> cpd11476_c0 + nad_c,,,
rxn05329,0.049034221780863904,3hbutACP_c --> but2eACP_c + h2o_c,,,
rxn05330,0.049034221780863904,3hhexACP_c --> h2o_c + thex2eACP_c,4.2.1.59,20.844189682126107,0.0023524167899369457
rxn05331,0.015168609907676656,3hddecACP_c --> h2o_c + tddec2eACP_c,4.2.1.59,20.844189682126107,0.0007277140603207876
rxn05332,0.007434857399541852,cpd11481_c0 --> h2o_c + tpalm2eACP_c,,680293.4174363592,1.0928898044552042e-08
rxn05333,0.03386561187318724,3hdecACP_c --> cpd11475_c0 + h2o_c,,,
rxn05334,0.04903422178086391,cpd11483_c0 --> h2o_c + toct2eACP_c,,680293.4174363592,7.20780482716504e-08
rxn05335,0.01475762913336135,3hmrsACP_c --> h2o_c + tmrs2eACP_c,4.2.1.59,20.844189682126107,0.0007079972576730108
rxn05336_num1,0.0,cpd11481_c0 + nadp_c --> 3opalmACP_c + h_c + nadph_c,,,
rxn05337_num1,0.0,3hhexACP_c + nadp_c --> 3ohexACP_c + h_c + nadph_c,1.1.1.100,,
rxn05338_num1,0.0,3hdecACP_c + nadp_c --> 3odecACP_c + h_c + nadph_c,1.1.1.100,,
rxn05339_num1,0.0,3hbutACP_c + nadp_c --> actACP_c + h_c + nadph_c,,,
rxn05340_num1,0.0,3hddecACP_c + nadp_c --> 3oddecACP_c + h_c + nadph_c,1.1.1.100,,
rxn05341_num1,0.0,cpd11483_c0 + nadp_c --> 3ooctACP_c + h_c + nadph_c,,,
rxn05342_num1,0.0,3hmrsACP_c + nadp_c --> 3omrsACP_c + h_c + nadph_c,1.1.1.100,,
rxn05343,0.03386561187318724,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",,
rxn05344,0.007434857399541853,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,,,
rxn05345,0.01475762913336135,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",,
rxn05346,0.04903422178086391,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",,
rxn05347,0.05015507843808746,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.179,2.3.1.41",,
rxn05348,0.015168609907676657,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",,
rxn05349,0.05015507843808746,ACP_c + accoa_c --> acACP_c + coa_c,2.3.1.38,,
rxn05350,0.04903422178086391,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",,
rxn05357_reverse,0.049034221780863904,h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c,"1.3.1.10,1.3.1.39",,
rxn05360_num1,0.0,cpd11496_c0 + h_c + nadph_c --> cpd11497_c0 + nadp_c,,,
rxn05361,0.0,cpd11497_c0 --> cpd11498_c0 + h2o_c,,,
rxn05363,0.0,cpd11499_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11500_c0,,,
rxn05364_num1,0.0,cpd11500_c0 + h_c + nadph_c --> cpd11501_c0 + nadp_c,,,
rxn05365,0.0,cpd11501_c0 --> cpd11502_c0 + h2o_c,,,
rxn05367,0.0,cpd11503_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11504_c0,,,
rxn05368_num1,0.0,cpd11504_c0 + h_c + nadph_c --> cpd11505_c0 + nadp_c,,,
rxn05369,0.0,cpd11505_c0 --> cpd11506_c0 + h2o_c,,,
rxn05371,0.0,cpd11507_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11508_c0,,,
rxn05372_num1,0.0,cpd11508_c0 + h_c + nadph_c --> cpd11509_c0 + nadp_c,,,
rxn05373,0.0,cpd11509_c0 --> cpd11510_c0 + h2o_c,,,
rxn05375,0.0,cpd11511_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11512_c0,,,
rxn05376_num1,0.0,cpd11512_c0 + h_c + nadph_c --> cpd11513_c0 + nadp_c,,,
rxn05377,0.0,cpd11513_c0 --> cpd11514_c0 + h2o_c,,,
rxn05379,0.0,cpd11515_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11516_c0,,,
rxn05380_num1,0.0,cpd11516_c0 + h_c + nadph_c --> cpd11517_c0 + nadp_c,,,
rxn05381,0.0,cpd11517_c0 --> cpd11518_c0 + h2o_c,,,
rxn05383,0.0,ACP_c + ivcoa_c --> coa_c + cpd11520_c0,,,
rxn05384,0.0,cpd11520_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11521_c0,,,
rxn05385_num1,0.0,cpd11521_c0 + h_c + nadph_c --> cpd11522_c0 + nadp_c,,,
rxn05386,0.0,cpd11522_c0 --> cpd11523_c0 + h2o_c,,,
rxn05388,0.0,cpd11524_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11525_c0,,,
rxn05389_num1,0.0,cpd11525_c0 + h_c + nadph_c --> cpd11526_c0 + nadp_c,,,
rxn05390,0.0,cpd11526_c0 --> cpd11527_c0 + h2o_c,,,
rxn05392,0.0,cpd11528_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11529_c0,,,
rxn05393_num1,0.0,cpd11529_c0 + h_c + nadph_c --> cpd11530_c0 + nadp_c,,,
rxn05394,0.0,cpd11530_c0 --> cpd11531_c0 + h2o_c,,,
rxn05396,0.0,cpd11532_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11533_c0,,,
rxn05397_num1,0.0,cpd11533_c0 + h_c + nadph_c --> cpd11534_c0 + nadp_c,,,
rxn05398,0.0,cpd11534_c0 --> cpd11535_c0 + h2o_c,,,
rxn05400,0.0,cpd11536_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11537_c0,,,
rxn05401_num1,0.0,cpd11537_c0 + h_c + nadph_c --> cpd11538_c0 + nadp_c,,,
rxn05402,0.0,cpd11538_c0 --> cpd11539_c0 + h2o_c,,,
rxn05404,0.0,cpd11540_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11541_c0,,,
rxn05405_num1,0.0,cpd11541_c0 + h_c + nadph_c --> cpd11542_c0 + nadp_c,,,
rxn05406,0.0,cpd11542_c0 --> cpd11543_c0 + h2o_c,,,
rxn05408,0.0,ACP_c + ibcoa_c --> coa_c + cpd11545_c0,,,
rxn05409,0.0,cpd11545_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11546_c0,,,
rxn05410_num1,0.0,cpd11546_c0 + h_c + nadph_c --> cpd11547_c0 + nadp_c,,,
rxn05413,0.0,cpd11549_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11550_c0,,,
rxn05414_num1,0.0,cpd11550_c0 + h_c + nadph_c --> cpd11551_c0 + nadp_c,,,
rxn05417,0.0,cpd11553_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11554_c0,,,
rxn05418_num1,0.0,cpd11554_c0 + h_c + nadph_c --> cpd11555_c0 + nadp_c,,,
rxn05421,0.0,cpd11557_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11558_c0,,,
rxn05422_num1,0.0,cpd11558_c0 + h_c + nadph_c --> cpd11559_c0 + nadp_c,,,
rxn05425,0.0,cpd11561_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11562_c0,,,
rxn05426_num1,0.0,cpd11562_c0 + h_c + nadph_c --> cpd11563_c0 + nadp_c,,,
rxn05429,0.0,cpd11565_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11566_c0,,,
rxn05430_num1,0.0,cpd11566_c0 + h_c + nadph_c --> cpd11567_c0 + nadp_c,,,
rxn05433,0.0,cpd11498_c0 + h_c + nadh_c --> cpd11499_c0 + nad_c,,,
rxn05434,0.0,cpd11502_c0 + h_c + nadh_c --> cpd11503_c0 + nad_c,,,
rxn05435,0.0,cpd11506_c0 + h_c + nadh_c --> cpd11507_c0 + nad_c,,,
rxn05436,0.0,cpd11510_c0 + h_c + nadh_c --> cpd11511_c0 + nad_c,,,
rxn05437,0.0,cpd11514_c0 + h_c + nadh_c --> cpd11515_c0 + nad_c,,,
rxn05438,0.0,cpd11518_c0 + h_c + nadh_c --> cpd11519_c0 + nad_c,,,
rxn05439,0.0,cpd11523_c0 + h_c + nadh_c --> cpd11524_c0 + nad_c,,,
rxn05440,0.0,cpd11527_c0 + h_c + nadh_c --> cpd11528_c0 + nad_c,,,
rxn05441,0.0,cpd11531_c0 + h_c + nadh_c --> cpd11532_c0 + nad_c,,,
rxn05442,0.0,cpd11535_c0 + h_c + nadh_c --> cpd11536_c0 + nad_c,,,
rxn05443,0.0,cpd11539_c0 + h_c + nadh_c --> cpd11540_c0 + nad_c,,,
rxn05444,0.0,cpd11543_c0 + h_c + nadh_c --> cpd11544_c0 + nad_c,,,
rxn05445,0.0,cpd11548_c0 + h_c + nadh_c --> cpd11549_c0 + nad_c,,,
rxn05446,0.0,cpd11552_c0 + h_c + nadh_c --> cpd11553_c0 + nad_c,,,
rxn05447,0.0,cpd11556_c0 + h_c + nadh_c --> cpd11557_c0 + nad_c,,,
rxn05448,0.0,cpd11560_c0 + h_c + nadh_c --> cpd11561_c0 + nad_c,,,
rxn05449,0.0,cpd11564_c0 + h_c + nadh_c --> cpd11565_c0 + nad_c,,,
rxn05450,0.0,cpd11568_c0 + h_c + nadh_c --> cpd11569_c0 + nad_c,,,
rxn05451,0.0,coa_c + cpd11515_c0 --> ACP_c + cpd11439_c0,,,
rxn05452,0.0,coa_c + cpd11519_c0 --> ACP_c + cpd11434_c0,,,
rxn05453,0.0,coa_c + cpd11540_c0 --> ACP_c + cpd11437_c0,,,
rxn05454,0.0,coa_c + cpd11544_c0 --> ACP_c + cpd11432_c0,,,
rxn05455,0.0,coa_c + cpd11565_c0 --> ACP_c + cpd11435_c0,,,
rxn05456,0.0,coa_c + cpd11569_c0 --> ACP_c + cpd11441_c0,,,
rxn05457,0.0,coa_c + myrsACP_c --> ACP_c + tdcoa_c,,,
rxn05458,0.0,coa_c + cpd11476_c0 --> ACP_c + pmtcoa_c,,,
rxn05459,0.0,coa_c + cpd11573_c0 --> ACP_c + stcoa_c,,,
rxn05460,0.0,cpd11476_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11570_c0,,,
rxn05461_num1,0.0,cpd11570_c0 + h_c + nadph_c --> cpd11571_c0 + nadp_c,,,
rxn05464,0.0,cpd11572_c0 + h_c + nadh_c --> cpd11573_c0 + nad_c,,,
rxn05465,0.37252954546982825,ACP_c + malcoa_c --> coa_c + malACP_c,2.3.1.39,,
rxn05481,0.0,5mtr_e + h_e --> 5mtr_c + h_c,,,
rxn05515,0.0,atp_c + cbl2_e + h2o_c --> adp_c + cbl2_c + h_c + pi_c,,,
rxn05516,0.0,atp_c + cd2_c + h2o_c --> adp_c + cd2_e + h_c + pi_c,,,
rxn05517,0.00014233220432852882,cd2_c + h_e + k_e --> cd2_e + h_c + k_c,,,
rxn05557_num1,0.0,atp_c + 2.0 cit_e + fe3_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,,,
rxn05585,0.0,atp_c + cpd11578_e0 + h2o_c --> adp_c + cpd11578_c0 + h_c + pi_c,,,
rxn05599,0.0,Lcyst_e + atp_c + h2o_c --> Lcyst_c + adp_c + h_c + pi_c,,,
rxn05620,0.0,atp_c + cpd11575_e0 + h2o_c --> adp_c + cpd11575_c0 + h_c + pi_c,,,
rxn05645,0.0,h_e + ribflv_e --> h_c + ribflv_c,,,
rxn05722,0.0,h_e + thmmp_e --> h_c + thmmp_c,,,
rxn05732,0.0,h_c + hdd2coa_c + nadh_c --> nad_c + pmtcoa_c,,,
rxn05733_num1,0.0,acser_c + trdrd_c + tsul_c --> ac_c + cys__L_c + h_c + so3_c + trdox_c,,,
rxn05736,0.0,atp_c + coa_c + ttdca_c --> amp_c + h_c + ppi_c + tdcoa_c,,,
rxn05814,0.0,atp_c + cpd12232_c0 --> adp_c + cpd00354_c0,,474529.3866132213,0.0
rxn05871_num1,0.0,cpd00195_c0 + nad_c --> cpd11616_c0 + h_c + nadh_c,,,
rxn05872_num1,0.0,cpd11679_c0 + nad_c --> cpd11733_c0 + h_c + nadh_c,,325268.4683169082,0.0
rxn05882,0.0,cpd11625_c0 + h_c --> co2_c + cpd11616_c0,4.1.1.1,1798.4932541115452,0.0
rxn05937,0.0,fdxrd_c + h_c + nadp_c --> fdxox_c + nadph_c,,,
rxn05957,0.027411222623256598,h2s_c + suchms_c --> h_c + hcys__L_c + succ_c,2.5.1.48,,
rxn05970_reverse,0.0,ahcys_c + h_c + pc_SC_c --> amet_c + ptd2meeta_SC_c,,,
rxn06022,0.0,ACP_c + h2o_c --> apoACP_c + h_c + pan4p_c,3.1.4.14,,
rxn06023,0.0,apoACP_c + coa_c --> ACP_c + 2.0 h_c + pap_c,2.7.8.7,252.18935719652976,0.0
rxn06046,0.0,cdpdag_BS_c + inost_c --> cmp_c + cpd11822_c0 + h_c,,,
rxn06060_num1,0.0,2.0 gthrd_c + tsul_c --> gthox_c + h2s_c + so3_c,2.8.1.3,,
rxn06075_num1,0.11349442225984638,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,,,
rxn06076_num1,0.0,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,,,
rxn06077,0.0,h2o_c + met__L_c + trdox_c --> metsox_S__L_c + trdrd_c,,,
rxn06078,0.0,achms_c + trdrd_c + tsul_c --> ac_c + h_c + hcys__L_c + so3_c + trdox_c,,,
rxn06098_num1,0.0,cpd00301_c0 + pc_SC_c --> cpd02601_c0 + cpd11979_c0,,,
rxn06099,0.0,cpd11979_c0 + h2o_c --> cpd00049_c0 + cpd00301_c0 + h_c,,152775.43510965802,0.0
rxn06280,0.0,atp_c + trnatyr_c + tyr__L_c --> amp_c + h_c + ppi_c + tyrtrna_c,,130507.70440911004,0.0
rxn06297,0.0,amet_c + cpd11767_c0 --> 5mta_c + cpd12564_c0 + h_c,,,
rxn06300,0.0,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + h_c + ppi_c,,120983.8605008841,0.0
rxn06372,0.0,amet_c + cpd11827_c0 --> ahcys_c + cpd12496_c0 + h_c,,,
rxn06376,0.0,amet_c + ptdmeeta_SC_c --> ahcys_c + h_c + ptd2meeta_SC_c,,,
rxn06386,0.0,accoa_c + cpd12438_c0 --> coa_c + cpd11835_c0,,,
rxn06432,0.0,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + h_c + ppi_c,,,
rxn06434,0.0,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + h_c + ppi_c,,88396.78904378224,0.0
rxn06435,0.0,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + h_c + ppi_c,,200761.1853691368,0.0
rxn06437,0.0,atp_c + gln__L_c + glutrna_c + h2o_c --> adp_c + glntrna_c + glu__L_c + h_c + pi_c,,110371.22122010052,0.0
rxn06438,0.0,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + h_c + ppi_c,,177767.2347345199,0.0
rxn06439,0.0,atp_c + his__L_c + trnahis_c --> amp_c + h_c + histrna_c + ppi_c,,,
rxn06440,0.0,atp_c + ile__L_c + trnaile_c --> amp_c + h_c + iletrna_c + ppi_c,,110568.56678753057,0.0
rxn06441,0.0,atp_c + leu__L_c + trnaleu_c --> amp_c + h_c + leutrna_c + ppi_c,,123122.64338080396,0.0
rxn06442,0.0,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,,,
rxn06443,0.0,atp_c + met__L_c + trnamet_c --> amp_c + h_c + mettrna_c + ppi_c,,,
rxn06444,0.0,atp_c + phe__L_c + trnaphe_c --> amp_c + h_c + phetrna_c + ppi_c,,46829.18003548597,0.0
rxn06445,0.0,atp_c + pro__L_c + trnapro_c --> amp_c + 2.0 h_c + ppi_c + protrna_c,,116760.2219317025,0.0
rxn06446,0.0,atp_c + ser__L_c + trnaser_c --> amp_c + 2.0 h_c + ppi_c + sertrna_c,,123081.37033881585,0.0
rxn06447,0.0,atp_c + thr__L_c + trnathr_c --> amp_c + 2.0 h_c + ppi_c + thrtrna_c,,78461.84614309136,0.0
rxn06448,0.0,atp_c + trnatrp_c + trp__L_c --> amp_c + h_c + ppi_c + trptrna_c,,,
rxn06449,0.0,atp_c + trnaval_c + val__L_c --> amp_c + h_c + ppi_c + valtrna_c,,117006.72813638624,0.0
rxn06515,0.0,amet_c + peplys_c --> ahcys_c + cpd12736_c0 + h_c,,,
rxn06517,0.0,cpd12379_c0 --> 2amac_c + cpd12050_c0,,,
rxn06526,0.0,nadp_c + protdt_c --> h_c + nadph_c + protds_c,,,
rxn06538,0.0,10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c,,361707.5889709497,0.0
rxn06556,0.0,ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c,3.1.2.21,,
rxn06570,0.0,amet_c + cpd12190_c0 --> ahcys_c + cpd12431_c0 + h_c,,,
rxn06672,0.37252226590825144,atp_c + btnCCP_c + h2co3_c --> adp_c + cbtnCCP_c + h_c + pi_c,,,
rxn06673,0.37252226590825144,accoa_c + cbtnCCP_c --> btnCCP_c + malcoa_c,,342866.4530332485,1.0864937721746933e-06
rxn06723,0.0,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,2.3.1.191,,
rxn06728,0.0,cmpacna_c + cpd12592_c0 --> cmp_c + cpd02972_c0 + h_c,2.4.99.8,,
rxn06729,0.0,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c,2.3.1.129,,
rxn06735,0.0,cmpacna_c + cpd12599_c0 --> cmp_c + cpd03654_c0 + h_c,2.4.99.8,,
rxn06750,0.0,cmpacna_c + cpd02996_c0 --> cmp_c + cpd03655_c0 + h_c,,,
rxn06759,0.0,cmpacna_c + cpd12640_c0 --> cmp_c + cpd03661_c0 + h_c,,,
rxn06804,0.0,amet_c + cpd12736_c0 --> Ndmelys_c + ahcys_c + h_c,,,
rxn06805,0.0,Ndmelys_c + amet_c --> Ntmelys_c + ahcys_c + h_c,,,
rxn06848,0.0,kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c,,,
rxn06865,0.0,ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c,2.3.1.241,,
rxn06870,0.0,cpd12044_c0 --> cpd12868_c0,,,
rxn06874_num1,0.0,16.0 atp_c + 4.0 fdxrd_c + 16.0 h2o_c + n2_c --> 16.0 adp_c + 4.0 fdxox_c + h2_c + 6.0 h_c + 2.0 nh4_c + 16.0 pi_c,,,
rxn06936,0.0,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + h_c + ppi_c,,88396.78904378224,0.0
rxn06937_num1,0.0,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + h_c + ppi_c,,218012.4990730403,0.0
rxn07056,0.0,cpd11636_c0 + h2o_c --> cpd00049_c0 + nh4_c,,,
rxn07099_num1,0.0,h2o_c + pencil_c --> h_c + pencilca_c,,,
rxn07100,0.0,ak2g_hs_c + cdpea_c --> cmp_c + cpd12554_c0 + h_c,,302304.0089678217,0.0
rxn07181,0.0,cpd10562_c0 + gthrd_c --> cl_c + cpd10560_c0 + h_c,,356364.8047480546,0.0
rxn07230,0.0,cpd13383_c0 + h2o_c --> cpd12572_c0 + pi_c,,,
rxn07261,0.0,cmp_c + cpd12606_c0 + h_c --> cdpea_c + cpd12322_c0,,302304.0089678217,0.0
rxn07292,0.0,cpd14547_c0 + cys__L_c --> ala__L_c + cpd14548_c0,,,
rxn07312,0.0,amet_c + cyart_c --> ahcys_c + h_c + menecyart_c,2.1.1.41,0.8932293217412017,0.0
rxn07449,0.0,cpd14790_c0 --> pyr_c + so3_c,,,
rxn07454,0.0,cpd14796_c0 --> cpd14795_c0 + h2o_c,4.99.1.7,,
rxn07579,0.0,cpd14940_c0 + h_c + nadh_c --> cpd12458_c0 + nad_c,1.3.1.9,,
rxn07670,0.0,coucoa_c + cpd05630_c0 --> coa_c + cpd15065_c0,,79759.87626379488,0.0
rxn07672,0.0,coucoa_c + cpd05546_c0 --> coa_c + cpd15066_c0,,79759.87626379488,0.0
rxn07673,0.0,coucoa_c + cpd15028_c0 --> coa_c + cpd15067_c0,,79759.87626379488,0.0
rxn07720,0.0,caffcoa_c + cpd05630_c0 --> coa_c + cpd15087_c0,,79759.87626379488,0.0
rxn07721,0.0,caffcoa_c + cpd05546_c0 --> coa_c + cpd15088_c0,,79759.87626379488,0.0
rxn07734,0.0,caffcoa_c + cpd15028_c0 --> coa_c + cpd15029_c0,,79759.87626379488,0.0
rxn07841,0.0,atp_c + dmpp_c --> cpd15130_c0 + h_c + ppi_c,2.5.1.112,,
rxn07842,0.0,adp_c + dmpp_c --> cpd15131_c0 + h_c + ppi_c,2.5.1.112,,
rxn07875,0.0,cpd01061_c0 + h2o_c + nad_c --> cpd15165_c0 + 2.0 h_c + nadh_c,1.2.1.86,,
rxn07876,0.0,cpd06739_c0 + h2o_c + nad_c --> cpd15166_c0 + 2.0 h_c + nadh_c,,,
rxn07885,0.0,cpd08238_c0 + h2o_c + nad_c --> cpd15166_c0 + 2.0 h_c + nadh_c,,,
rxn07946,0.0,2agpe120_c + atp_c + ddca_c --> amp_c + h_c + pe120_c + ppi_c,,,
rxn07947,0.0,2agpe140_c + atp_c + ttdca_c --> amp_c + h_c + pe140_c + ppi_c,,,
rxn07948,0.0,2agpe141_c + atp_c + ttdcea_c --> amp_c + h_c + pe141_c + ppi_c,,,
rxn07949,0.0,2agpe160_c + atp_c + hdca_c --> amp_c + h_c + pe160_c + ppi_c,,,
rxn07950,0.0,2agpe161_c + atp_c + hdcea_c --> amp_c + h_c + pe161_c + ppi_c,,,
rxn07951,0.0,2agpe180_c + atp_c + ocdca_c --> amp_c + h_c + pe180_c + ppi_c,,,
rxn07952,0.0,2agpe181_c + atp_c + ocdcea_c --> amp_c + h_c + pe181_c + ppi_c,,,
rxn07960,0.0,2agpg120_c + atp_c + ddca_c --> amp_c + h_c + pg120_c + ppi_c,,,
rxn07961,0.0,2agpg140_c + atp_c + ttdca_c --> amp_c + h_c + pg140_c + ppi_c,,,
rxn07962,0.0,2agpg141_c + atp_c + ttdcea_c --> amp_c + h_c + pg141_c + ppi_c,,,
rxn07963,0.0,2agpg160_c + atp_c + hdca_c --> amp_c + h_c + pg160_c + ppi_c,,,
rxn07964,0.0,2agpg161_c + atp_c + hdcea_c --> amp_c + h_c + pg161_c + ppi_c,,,
rxn07965,0.0,2agpg180_c + atp_c + ocdca_c --> amp_c + h_c + pg180_c + ppi_c,,,
rxn07966,0.0,2agpg181_c + atp_c + ocdcea_c --> amp_c + h_c + pg181_c + ppi_c,,,
rxn07976,0.03386561187318725,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c,,680293.4174363592,4.97808901353295e-08
rxn07977,0.03386561187318725,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c,,680293.4174363592,4.97808901353295e-08
rxn07978,0.03364144054174253,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c,,680293.4174363592,4.945136859991689e-08
rxn07979,0.0,3hoctaACP_c --> cpd15572_c0 + h2o_c,,680293.4174363592,0.0
rxn07980,0.028692044359887276,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c,,680293.4174363592,4.217598410405226e-08
rxn07981,0.0,3haACP_c --> but2eACP_c + h2o_c,,,
rxn07987,0.03386561187318724,3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c,,,
rxn07989,0.03386561187318724,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,,,
