,fluxes,equ,ec-code,kcat_MW,E
rxn04908_num1,0.0,cpd04248_c0 + h_c + nadh_c --> cpd04661_c0 + h2o_c + nad_c,,,
rxn04916,0.0,cpd07971_c0 + gthrd_c --> 2.0 cpd00966_c0 + cpd10571_c0 + h_c,,985.5799626,0.0
rxn04919,0.0,cpd10567_c0 + gthrd_c --> cpd00966_c0 + cpd10568_c0 + h_c,,985.5799626,0.0
rxn04954,0.0,5mthf_c + nad_c --> h_c + mlthf_c + nadh_c,,971.6824185,0.0
rxn04996,0.006672932653627081,h2mb4p_c + h_c + nadph_c --> dmpp_c + h2o_c + nadp_c,1.17.7.4,970.7988169,6.8736514069263085e-06
rxn05005_num1,0.0,amet_c + uppg3_c --> ahcys_c + cpd11206_c0 + h_c,,686.9938024,0.0
rxn05006_num1,0.0,amet_c + cpd11206_c0 --> ahcys_c + pre2_c,,629.9221977,0.0
rxn05012,0.0,acorn_c + cbp_c --> cpd11209_c0 + h_c + pi_c,2.1.3.9,450.6193849,0.0
rxn05023_num1,0.0,cpd11217_c0 + h2o_c --> coa_c + dhna_c + h_c,3.1.2.28,1486.09953,0.0
rxn05029,0.0,atp_c + cbi_c --> adocbi_c + pppi_c,2.5.1.17,1928.835165,0.0
rxn05031_num1,0.0,prephytedp_c --> cpd03205_c0 + h_c + ppi_c,,,
rxn05034,0.0,4hbz_c + cpd02172_c0 --> cpd02419_c0 + h_c + ppi_c,,1156.952923,0.0
rxn05039,2.100451345044522e-06,5aprbu_c + h2o_c --> 4r5au_c + pi_c,3.1.3.104,,
rxn05040_num1,4.2009026900890444e-06,ru5p__D_c --> db4p_c + for_c + h_c,4.1.99.12,,
rxn05059,0.0,dctp_c + 2.0 h2o_c --> dump_c + h_c + nh4_c + ppi_c,3.5.4.30,,
rxn05070,0.0010594021964226619,sql_c --> dptne_c,5.4.99.17,,
rxn05071,5.275324584851833e-05,h2o_c + sql_c --> dpterol_c,4.2.1.129,208.5907618,2.5290307870441043e-07
rxn05072,0.0008089112241893117,g6p_c --> mi3p__D_c,5.5.1.4,,
rxn05116,0.0,cpd04539_c0 + h_c --> co2_c + cpd08449_c0,,351.4046002,0.0
rxn05126,0.0,ggbutal_c + h2o_c + nad_c --> gg4abut_c + 2.0 h_c + nadh_c,,476.2082468,0.0
rxn05127,0.0,ggbutal_c + h2o_c + nadp_c --> gg4abut_c + 2.0 h_c + nadph_c,,476.2082468,0.0
rxn05187,0.0,atp_c + cpd03424_e0 + h2o_c --> adp_c + cpd03424_c0 + h_c + pi_c,,,
rxn05189_num1,0.0,atp_c + fe3dcit_e + h2o_c --> adp_c + fe3dcit_c + h_c + pi_c,7.2.2.18,,
rxn05198,0.0,cytd_e + h_e --> cytd_c + h_c,,,
rxn05199,0.0,h_e + uri_e --> h_c + uri_c,,,
rxn05200,0.0,h_e + thymd_e --> h_c + thymd_c,,,
rxn05201,0.0,h_e + hxan_e --> h_c + hxan_c,,,
rxn05205,0.0,dcyt_e + h_e --> dcyt_c + h_c,,,
rxn05229,0.006632638761567248,air_c + atp_c + h2co3_c --> 5aizc_c + adp_c + h_c + pi_c,,556.2027123,1.1924858715880893e-05
rxn05231_num1,0.0,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,,426.5071209,0.0
rxn05232,0.0004149652464637608,atp_c + trdrd_c --> datp_c + h2o_c + trdox_c,,,
rxn05233_num1,0.0,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,,805.488366,0.0
rxn05234,0.0003563456205692516,gtp_c + trdrd_c --> dgtp_c + h2o_c + trdox_c,,,
rxn05235,0.00035634562056925163,ctp_c + trdrd_c --> dctp_c + h2o_c + trdox_c,,,
rxn05236,0.0,trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c,,,
rxn05239,0.0029803452183743656,paps_c + trdrd_c --> h_c + pap_c + so3_c + trdox_c,,2348.584296,1.2689964858618665e-06
rxn05287,0.0,ggdp_c + ipdp_c --> h_c + pendp_c + ppi_c,2.5.1.81,1220.714631,0.0
rxn05289,0.016446748229046904,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,,,
rxn05293,0.006672932653627082,2mecdp_c + h_c + nadh_c --> h2mb4p_c + h2o_c + nad_c,,623.8313268,1.0696693748703677e-05
rxn05307,0.0,h_e + ser__L_e --> h_c + ser__L_c,,,
rxn05316,0.0,h_e + ins_e --> h_c + ins_c,,,
rxn05317,0.0,dad_2_e + h_e --> dad_2_c + h_c,,,
rxn05318,0.0,adn_e + h_e --> adn_c + h_c,,,
rxn05322,0.005329937698239908,but2eACP_c + h_c + nadh_c --> butACP_c + nad_c,,1121.639512,4.751916851374176e-06
rxn05323,0.0016041295448047286,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c,,1121.639512,1.4301649751482085e-06
rxn05324,0.001648802465934473,h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c,1.3.1.9,1947.154544,8.467753476554417e-07
rxn05325,0.005329937698239905,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c,1.3.1.9,1947.154544,2.737295668011396e-06
rxn05326,0.0,h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c,1.3.1.9,1121.639512,0.0
rxn05327,0.0,cpd11475_c0 + h_c + nadh_c --> dcaACP_c + nad_c,,1121.639512,0.0
rxn05328,0.00037361945727183645,h_c + nadh_c + tpalm2eACP_c --> cpd11476_c0 + nad_c,,1936.511775,1.9293425534261802e-07
rxn05329,0.0053299376982399085,3hbutACP_c --> but2eACP_c + h2o_c,,,
rxn05330,0.005329937698239907,3hhexACP_c --> h2o_c + thex2eACP_c,4.2.1.59,,
rxn05331,0.001648802465934473,3hddecACP_c --> h2o_c + tddec2eACP_c,4.2.1.59,,
rxn05332,0.0008081565344831516,cpd11481_c0 --> h2o_c + tpalm2eACP_c,,,
rxn05333,0.003681135232305432,3hdecACP_c --> cpd11475_c0 + h2o_c,,,
rxn05334,0.005329937698239906,cpd11483_c0 --> h2o_c + toct2eACP_c,,,
rxn05335,0.0016041295448047286,3hmrsACP_c --> h2o_c + tmrs2eACP_c,4.2.1.59,,
rxn05336_num1,0.0,cpd11481_c0 + nadp_c --> 3opalmACP_c + h_c + nadph_c,,,
rxn05337_num1,0.0,3hhexACP_c + nadp_c --> 3ohexACP_c + h_c + nadph_c,1.1.1.100,,
rxn05338_num1,0.0,3hdecACP_c + nadp_c --> 3odecACP_c + h_c + nadph_c,1.1.1.100,,
rxn05339_num1,0.0,3hbutACP_c + nadp_c --> actACP_c + h_c + nadph_c,,,
rxn05340_num1,0.0,3hddecACP_c + nadp_c --> 3oddecACP_c + h_c + nadph_c,1.1.1.100,,
rxn05341_num1,0.0,cpd11483_c0 + nadp_c --> 3ooctACP_c + h_c + nadph_c,,,
rxn05342_num1,0.0,3hmrsACP_c + nadp_c --> 3omrsACP_c + h_c + nadph_c,1.1.1.100,,
rxn05343,0.0036811352323054313,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",288.1767551,1.2773879805219e-05
rxn05344,0.0008081565344831516,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,,307.0187578,2.6322708758062454e-06
rxn05345,0.0016041295448047286,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",288.1767551,5.566477921677204e-06
rxn05346,0.005329937698239907,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",316.8023339,1.682417434437943e-05
rxn05347,0.005451772937684668,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.179,2.3.1.41",368.1370789,1.4809084034606513e-05
rxn05348,0.001648802465934473,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",375.0805223,4.3958626692316336e-06
rxn05349,0.0054517729376846675,ACP_c + accoa_c --> acACP_c + coa_c,2.3.1.38,618.1635881,8.819304537883485e-06
rxn05350,0.005329937698239906,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,"2.3.1.179,2.3.1.41",327.8322034,1.625812730708659e-05
rxn05357_reverse,0.005329937698239907,h_c + nadph_c + thex2eACP_c --> hexACP_c + nadp_c,"1.3.1.10,1.3.1.39",,
rxn05360_num1,0.0,cpd11496_c0 + h_c + nadph_c --> cpd11497_c0 + nadp_c,,335.3309622,0.0
rxn05361,0.0,cpd11497_c0 --> cpd11498_c0 + h2o_c,,,
rxn05363,0.0,cpd11499_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11500_c0,,414.7706583,0.0
rxn05364_num1,0.0,cpd11500_c0 + h_c + nadph_c --> cpd11501_c0 + nadp_c,,,
rxn05365,0.0,cpd11501_c0 --> cpd11502_c0 + h2o_c,,,
rxn05367,0.0,cpd11503_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11504_c0,,293.2648296,0.0
rxn05368_num1,0.0,cpd11504_c0 + h_c + nadph_c --> cpd11505_c0 + nadp_c,,345.9027524,0.0
rxn05369,0.0,cpd11505_c0 --> cpd11506_c0 + h2o_c,,,
rxn05371,0.0,cpd11507_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11508_c0,,363.9059636,0.0
rxn05372_num1,0.0,cpd11508_c0 + h_c + nadph_c --> cpd11509_c0 + nadp_c,,,
rxn05373,0.0,cpd11509_c0 --> cpd11510_c0 + h2o_c,,,
rxn05375,0.0,cpd11511_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11512_c0,,479.1339829,0.0
rxn05376_num1,0.0,cpd11512_c0 + h_c + nadph_c --> cpd11513_c0 + nadp_c,,,
rxn05377,0.0,cpd11513_c0 --> cpd11514_c0 + h2o_c,,,
rxn05379,0.0,cpd11515_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11516_c0,,322.8080002,0.0
rxn05380_num1,0.0,cpd11516_c0 + h_c + nadph_c --> cpd11517_c0 + nadp_c,,,
rxn05381,0.0,cpd11517_c0 --> cpd11518_c0 + h2o_c,,,
rxn05383,0.0,ACP_c + ivcoa_c --> coa_c + cpd11520_c0,,1089.948068,0.0
rxn05384,0.0,cpd11520_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11521_c0,,316.5472818,0.0
rxn05385_num1,0.0,cpd11521_c0 + h_c + nadph_c --> cpd11522_c0 + nadp_c,,,
rxn05386,0.0,cpd11522_c0 --> cpd11523_c0 + h2o_c,,,
rxn05388,0.0,cpd11524_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11525_c0,,740.908115,0.0
rxn05389_num1,0.0,cpd11525_c0 + h_c + nadph_c --> cpd11526_c0 + nadp_c,,,
rxn05390,0.0,cpd11526_c0 --> cpd11527_c0 + h2o_c,,,
rxn05392,0.0,cpd11528_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11529_c0,,288.6743043,0.0
rxn05393_num1,0.0,cpd11529_c0 + h_c + nadph_c --> cpd11530_c0 + nadp_c,,,
rxn05394,0.0,cpd11530_c0 --> cpd11531_c0 + h2o_c,,,
rxn05396,0.0,cpd11532_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11533_c0,,159.1264586,0.0
rxn05397_num1,0.0,cpd11533_c0 + h_c + nadph_c --> cpd11534_c0 + nadp_c,,,
rxn05398,0.0,cpd11534_c0 --> cpd11535_c0 + h2o_c,,,
rxn05400,0.0,cpd11536_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11537_c0,,165.6054956,0.0
rxn05401_num1,0.0,cpd11537_c0 + h_c + nadph_c --> cpd11538_c0 + nadp_c,,,
rxn05402,0.0,cpd11538_c0 --> cpd11539_c0 + h2o_c,,,
rxn05404,0.0,cpd11540_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11541_c0,,188.9268476,0.0
rxn05405_num1,0.0,cpd11541_c0 + h_c + nadph_c --> cpd11542_c0 + nadp_c,,440.4939766,0.0
rxn05406,0.0,cpd11542_c0 --> cpd11543_c0 + h2o_c,,,
rxn05408,0.0,ACP_c + ibcoa_c --> coa_c + cpd11545_c0,,811.6593897,0.0
rxn05409,0.0,cpd11545_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11546_c0,,209.0786877,0.0
rxn05410_num1,0.0,cpd11546_c0 + h_c + nadph_c --> cpd11547_c0 + nadp_c,,,
rxn05413,0.0,cpd11549_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11550_c0,,147.6214215,0.0
rxn05414_num1,0.0,cpd11550_c0 + h_c + nadph_c --> cpd11551_c0 + nadp_c,,,
rxn05417,0.0,cpd11553_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11554_c0,,223.3320525,0.0
rxn05418_num1,0.0,cpd11554_c0 + h_c + nadph_c --> cpd11555_c0 + nadp_c,,,
rxn05421,0.0,cpd11557_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11558_c0,,129.8878799,0.0
rxn05422_num1,0.0,cpd11558_c0 + h_c + nadph_c --> cpd11559_c0 + nadp_c,,,
rxn05425,0.0,cpd11561_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11562_c0,,234.4169586,0.0
rxn05426_num1,0.0,cpd11562_c0 + h_c + nadph_c --> cpd11563_c0 + nadp_c,,,
rxn05429,0.0,cpd11565_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11566_c0,,159.1264586,0.0
rxn05430_num1,0.0,cpd11566_c0 + h_c + nadph_c --> cpd11567_c0 + nadp_c,,,
rxn05433,0.0,cpd11498_c0 + h_c + nadh_c --> cpd11499_c0 + nad_c,,903.3034544,0.0
rxn05434,0.0,cpd11502_c0 + h_c + nadh_c --> cpd11503_c0 + nad_c,,903.3034544,0.0
rxn05435,0.0,cpd11506_c0 + h_c + nadh_c --> cpd11507_c0 + nad_c,,393.9640401,0.0
rxn05436,0.0,cpd11510_c0 + h_c + nadh_c --> cpd11511_c0 + nad_c,,348.7765819,0.0
rxn05437,0.0,cpd11514_c0 + h_c + nadh_c --> cpd11515_c0 + nad_c,,340.5995861,0.0
rxn05438,0.0,cpd11518_c0 + h_c + nadh_c --> cpd11519_c0 + nad_c,,460.9896498,0.0
rxn05439,0.0,cpd11523_c0 + h_c + nadh_c --> cpd11524_c0 + nad_c,,581.3570517,0.0
rxn05440,0.0,cpd11527_c0 + h_c + nadh_c --> cpd11528_c0 + nad_c,,418.4400685,0.0
rxn05441,0.0,cpd11531_c0 + h_c + nadh_c --> cpd11532_c0 + nad_c,,408.1627037,0.0
rxn05442,0.0,cpd11535_c0 + h_c + nadh_c --> cpd11536_c0 + nad_c,,1052.078537,0.0
rxn05443,0.0,cpd11539_c0 + h_c + nadh_c --> cpd11540_c0 + nad_c,,367.9678152,0.0
rxn05444,0.0,cpd11543_c0 + h_c + nadh_c --> cpd11544_c0 + nad_c,,701.1181957,0.0
rxn05445,0.0,cpd11548_c0 + h_c + nadh_c --> cpd11549_c0 + nad_c,,375.0358107,0.0
rxn05446,0.0,cpd11552_c0 + h_c + nadh_c --> cpd11553_c0 + nad_c,,911.2874075,0.0
rxn05447,0.0,cpd11556_c0 + h_c + nadh_c --> cpd11557_c0 + nad_c,,841.1332176,0.0
rxn05448,0.0,cpd11560_c0 + h_c + nadh_c --> cpd11561_c0 + nad_c,,1790.711371,0.0
rxn05449,0.0,cpd11564_c0 + h_c + nadh_c --> cpd11565_c0 + nad_c,,375.0358107,0.0
rxn05450,0.0,cpd11568_c0 + h_c + nadh_c --> cpd11569_c0 + nad_c,,826.4688432,0.0
rxn05451,0.0,coa_c + cpd11515_c0 --> ACP_c + cpd11439_c0,,471.4445991,0.0
rxn05452,0.0,coa_c + cpd11519_c0 --> ACP_c + cpd11434_c0,,471.4445991,0.0
rxn05453,0.0,coa_c + cpd11540_c0 --> ACP_c + cpd11437_c0,,361.6675675,0.0
rxn05454,0.0,coa_c + cpd11544_c0 --> ACP_c + cpd11432_c0,,361.6675675,0.0
rxn05455,0.0,coa_c + cpd11565_c0 --> ACP_c + cpd11435_c0,,719.9079725,0.0
rxn05456,0.0,coa_c + cpd11569_c0 --> ACP_c + cpd11441_c0,,719.9079725,0.0
rxn05457,0.00037361945727183645,coa_c + myrsACP_c --> ACP_c + tdcoa_c,,402.9596697,9.271882160068101e-07
rxn05458,0.00037361945727183634,coa_c + cpd11476_c0 --> ACP_c + pmtcoa_c,,402.9596697,9.271882160068098e-07
rxn05459,0.0,coa_c + cpd11573_c0 --> ACP_c + stcoa_c,,343.4680954,0.0
rxn05460,0.0,cpd11476_c0 + h_c + malACP_c --> ACP_c + co2_c + cpd11570_c0,,229.4870647,0.0
rxn05461_num1,0.0,cpd11570_c0 + h_c + nadph_c --> cpd11571_c0 + nadp_c,,,
rxn05464,0.0,cpd11572_c0 + h_c + nadh_c --> cpd11573_c0 + nad_c,,388.2518531,0.0
rxn05465,0.04049333702066307,ACP_c + malcoa_c --> coa_c + malACP_c,2.3.1.39,785.4777491,5.155249409300304e-05
rxn05481,0.0,5mtr_e + h_e --> 5mtr_c + h_c,,,
rxn05515,0.0,atp_c + cbl2_e + h2o_c --> adp_c + cbl2_c + h_c + pi_c,,,
rxn05516,0.0,atp_c + cd2_c + h2o_c --> adp_c + cd2_e + h_c + pi_c,,,
rxn05517,1.547127198050625e-05,cd2_c + h_e + k_e --> cd2_e + h_c + k_c,,,
rxn05557_num1,0.0,atp_c + 2.0 cit_e + fe3_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,,,
rxn05585,0.0,atp_c + cpd11578_e0 + h2o_c --> adp_c + cpd11578_c0 + h_c + pi_c,,,
rxn05599,0.0,Lcyst_e + atp_c + h2o_c --> Lcyst_c + adp_c + h_c + pi_c,,,
rxn05620,0.0,atp_c + cpd11575_e0 + h2o_c --> adp_c + cpd11575_c0 + h_c + pi_c,,,
rxn05645,0.0,h_e + ribflv_e --> h_c + ribflv_c,,,
rxn05722,0.0,h_e + thmmp_e --> h_c + thmmp_c,,,
rxn05732,0.0,h_c + hdd2coa_c + nadh_c --> nad_c + pmtcoa_c,,,
rxn05733_num1,0.0,acser_c + trdrd_c + tsul_c --> ac_c + cys__L_c + h_c + so3_c + trdox_c,,,
rxn05736,0.0,atp_c + coa_c + ttdca_c --> amp_c + h_c + ppi_c + tdcoa_c,,,
rxn05814,0.0,atp_c + cpd12232_c0 --> adp_c + cpd00354_c0,,141.2669398,0.0
rxn05871_num1,0.0,cpd00195_c0 + nad_c --> cpd11616_c0 + h_c + nadh_c,,,
rxn05872_num1,0.0,cpd11679_c0 + nad_c --> cpd11733_c0 + h_c + nadh_c,,742.5555942,0.0
rxn05882,0.0,cpd11625_c0 + h_c --> co2_c + cpd11616_c0,4.1.1.1,175.7098037,0.0
rxn05937,0.0,fdxrd_c + h_c + nadp_c --> fdxox_c + nadph_c,,860.0252601,0.0
rxn05957,0.002374536948852047,h2s_c + suchms_c --> h_c + hcys__L_c + succ_c,2.5.1.48,272.0251713,8.729107448050514e-06
rxn05970_reverse,0.0,ahcys_c + h_c + pc_SC_c --> amet_c + ptd2meeta_SC_c,,,
rxn06022,0.0,ACP_c + h2o_c --> apoACP_c + h_c + pan4p_c,3.1.4.14,,
rxn06023,0.0,apoACP_c + coa_c --> ACP_c + 2.0 h_c + pap_c,2.7.8.7,1832.292522,0.0
rxn06046,0.0,cdpdag_BS_c + inost_c --> cmp_c + cpd11822_c0 + h_c,,,
rxn06060_num1,0.0,2.0 gthrd_c + tsul_c --> gthox_c + h2s_c + so3_c,2.8.1.3,1282.650763,0.0
rxn06075_num1,0.0,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,,1061.471489,0.0
rxn06076_num1,0.0,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,,555.9193033,0.0
rxn06077,0.0,h2o_c + met__L_c + trdox_c --> metsox_S__L_c + trdrd_c,,,
rxn06078,0.0,achms_c + trdrd_c + tsul_c --> ac_c + h_c + hcys__L_c + so3_c + trdox_c,,155.5865088,0.0
rxn06098_num1,0.0,cpd00301_c0 + pc_SC_c --> cpd02601_c0 + cpd11979_c0,,279.6907091,0.0
rxn06099,0.0,cpd11979_c0 + h2o_c --> cpd00049_c0 + cpd00301_c0 + h_c,,194.2120987,0.0
rxn06280,0.0,atp_c + trnatyr_c + tyr__L_c --> amp_c + h_c + ppi_c + tyrtrna_c,,193.8328683,0.0
rxn06297,0.0,amet_c + cpd11767_c0 --> 5mta_c + cpd12564_c0 + h_c,,1006.25816,0.0
rxn06300,0.0,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + h_c + ppi_c,,385.1482248,0.0
rxn06372,0.0,amet_c + cpd11827_c0 --> ahcys_c + cpd12496_c0 + h_c,,,
rxn06376,0.0,amet_c + ptdmeeta_SC_c --> ahcys_c + h_c + ptd2meeta_SC_c,,,
rxn06386,0.0,accoa_c + cpd12438_c0 --> coa_c + cpd11835_c0,,857.3709459,0.0
rxn06432,0.0,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + h_c + ppi_c,,513.4506033,0.0
rxn06434,0.0,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + h_c + ppi_c,,199.1243051,0.0
rxn06435,0.0,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + h_c + ppi_c,,535.0189951,0.0
rxn06437,0.0,atp_c + gln__L_c + glutrna_c + h2o_c --> adp_c + glntrna_c + glu__L_c + h_c + pi_c,,227.5488316,0.0
rxn06438,0.0,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + h_c + ppi_c,,136.6029483,0.0
rxn06439,0.0,atp_c + his__L_c + trnahis_c --> amp_c + h_c + histrna_c + ppi_c,,130.706865,0.0
rxn06440,0.0,atp_c + ile__L_c + trnaile_c --> amp_c + h_c + iletrna_c + ppi_c,,103.3373227,0.0
rxn06441,0.0,atp_c + leu__L_c + trnaleu_c --> amp_c + h_c + leutrna_c + ppi_c,,285.2690718,0.0
rxn06442,0.0,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,,314.4091419,0.0
rxn06443,0.0,atp_c + met__L_c + trnamet_c --> amp_c + h_c + mettrna_c + ppi_c,,243.1344944,0.0
rxn06444,0.0,atp_c + phe__L_c + trnaphe_c --> amp_c + h_c + phetrna_c + ppi_c,,135.4034437,0.0
rxn06445,0.0,atp_c + pro__L_c + trnapro_c --> amp_c + 2.0 h_c + ppi_c + protrna_c,,72.17240079,0.0
rxn06446,0.0,atp_c + ser__L_c + trnaser_c --> amp_c + 2.0 h_c + ppi_c + sertrna_c,,128.5956007,0.0
rxn06447,0.0,atp_c + thr__L_c + trnathr_c --> amp_c + 2.0 h_c + ppi_c + thrtrna_c,,48.49984655,0.0
rxn06448,0.0,atp_c + trnatrp_c + trp__L_c --> amp_c + h_c + ppi_c + trptrna_c,,201.0829775,0.0
rxn06449,0.0,atp_c + trnaval_c + val__L_c --> amp_c + h_c + ppi_c + valtrna_c,,72.32503368,0.0
rxn06515,0.0,amet_c + peplys_c --> ahcys_c + cpd12736_c0 + h_c,,599.7797012,0.0
rxn06517,0.0,cpd12379_c0 --> 2amac_c + cpd12050_c0,,,
rxn06526,0.0,nadp_c + protdt_c --> h_c + nadph_c + protds_c,,,
rxn06538,0.0,10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c,,594.6617094,0.0
rxn06556,0.0,ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c,3.1.2.21,,
rxn06570,0.0,amet_c + cpd12190_c0 --> ahcys_c + cpd12431_c0 + h_c,,668.283654,0.0
rxn06672,0.04049333702066306,atp_c + btnCCP_c + h2co3_c --> adp_c + cbtnCCP_c + h_c + pi_c,,,
rxn06673,0.040493337020663066,accoa_c + cbtnCCP_c --> btnCCP_c + malcoa_c,,330.1960009,0.00012263424423764141
rxn06723,0.0,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,2.3.1.191,,
rxn06728,0.0,cmpacna_c + cpd12592_c0 --> cmp_c + cpd02972_c0 + h_c,2.4.99.8,843.0094414,0.0
rxn06729,0.0,3hmrsACP_c + uacgam_c --> ACP_c + u3aga_c,2.3.1.129,,
rxn06735,0.0,cmpacna_c + cpd12599_c0 --> cmp_c + cpd03654_c0 + h_c,2.4.99.8,1013.166767,0.0
rxn06750,0.0,cmpacna_c + cpd02996_c0 --> cmp_c + cpd03655_c0 + h_c,,2377.817981,0.0
rxn06759,0.0,cmpacna_c + cpd12640_c0 --> cmp_c + cpd03661_c0 + h_c,,2390.423896,0.0
rxn06804,0.0,amet_c + cpd12736_c0 --> Ndmelys_c + ahcys_c + h_c,,2250.122361,0.0
rxn06805,0.0,Ndmelys_c + amet_c --> Ntmelys_c + ahcys_c + h_c,,2660.218945,0.0
rxn06848,0.0,kdo2lipid4L_c + myrsACP_c --> ACP_c + lipa_c,,,
rxn06865,0.0,ddcaACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4L_c,2.3.1.241,,
rxn06870,0.0,cpd12044_c0 --> cpd12868_c0,,,
rxn06874_num1,0.0,16.0 atp_c + 4.0 fdxrd_c + 16.0 h2o_c + n2_c --> 16.0 adp_c + 4.0 fdxox_c + h2_c + 6.0 h_c + 2.0 nh4_c + 16.0 pi_c,,703.7321937,0.0
rxn06936,0.0,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + h_c + ppi_c,,510.44256,0.0
rxn06937_num1,0.0,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + h_c + ppi_c,,591.4559921,0.0
rxn07056,0.0,cpd11636_c0 + h2o_c --> cpd00049_c0 + nh4_c,,,
rxn07099_num1,0.0,h2o_c + pencil_c --> h_c + pencilca_c,,,
rxn07100,0.0,ak2g_hs_c + cdpea_c --> cmp_c + cpd12554_c0 + h_c,,1655.810028,0.0
rxn07181,0.0,cpd10562_c0 + gthrd_c --> cl_c + cpd10560_c0 + h_c,,2410.823873,0.0
rxn07230,0.0,cpd13383_c0 + h2o_c --> cpd12572_c0 + pi_c,,1023.264696,0.0
rxn07261,0.0,cmp_c + cpd12606_c0 + h_c --> cdpea_c + cpd12322_c0,,1809.0252,0.0
rxn07292,0.0,cpd14547_c0 + cys__L_c --> ala__L_c + cpd14548_c0,,733.9736218,0.0
rxn07312,0.0,amet_c + cyart_c --> ahcys_c + h_c + menecyart_c,2.1.1.41,1029.995823,0.0
rxn07449,0.0,cpd14790_c0 --> pyr_c + so3_c,,,
rxn07454,0.0,cpd14796_c0 --> cpd14795_c0 + h2o_c,4.99.1.7,,
rxn07579,0.0,cpd14940_c0 + h_c + nadh_c --> cpd12458_c0 + nad_c,1.3.1.9,250.6915341,0.0
rxn07670,0.0,coucoa_c + cpd05630_c0 --> coa_c + cpd15065_c0,,91.53605271,0.0
rxn07672,0.0,coucoa_c + cpd05546_c0 --> coa_c + cpd15066_c0,,52.18212469,0.0
rxn07673,0.0,coucoa_c + cpd15028_c0 --> coa_c + cpd15067_c0,,102.9969273,0.0
rxn07720,0.0,caffcoa_c + cpd05630_c0 --> coa_c + cpd15087_c0,,101.6912266,0.0
rxn07721,0.0,caffcoa_c + cpd05546_c0 --> coa_c + cpd15088_c0,,117.9590334,0.0
rxn07734,0.0,caffcoa_c + cpd15028_c0 --> coa_c + cpd15029_c0,,49.30192991,0.0
rxn07841,0.0,atp_c + dmpp_c --> cpd15130_c0 + h_c + ppi_c,2.5.1.112,423.475056,0.0
rxn07842,0.0,adp_c + dmpp_c --> cpd15131_c0 + h_c + ppi_c,2.5.1.112,495.2841717,0.0
rxn07875,0.0,cpd01061_c0 + h2o_c + nad_c --> cpd15165_c0 + 2.0 h_c + nadh_c,1.2.1.86,152.9532772,0.0
