metname,inchikey,Canonical_SMILES
dptne,HHXYJYBYNZMZKX-PYQRSULMSA-N,CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC5C4(CCCC5(C)C)C)C)C)C
cpd10556,NA,noinchikey_inpubchem
cpd11499,NA,noinchikey_inpubchem
2ddecg3p,NA,noinchikey_inpubchem
cpd11512,NA,noinchikey_inpubchem
cpd15695,NA,noinchikey_inpubchem
g15lac,PHOQVHQSTUBQQK-SQOUGZDYSA-N,C(C1C(C(C(C(=O)O1)O)O)O)O
kdolipid4,GPNCBCJEDRRCDW-ACUQGRCXSA-I,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)O)C(=O)[O-])OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)O)N
dgcholcoa,NA,noinchikey_inpubchem
hexdp,NGFSMHKFTZROKJ-MMSZMYIBSA-K,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C)C)C
PE,NA,noinchikey_inpubchem
cpd25915,NA,noinchikey_inpubchem
cpd00301,NA,noinchikey_inpubchem
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L,C(C(C(C(COP(=O)([O-])[O-])O)O)O)NC1=C(C(=O)NC(=O)N1)N
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)C(C(=O)O)N
cpd10560,NA,noinchikey_inpubchem
ps180,TZCPCKNHXULUIY-RGULYWFUSA-M,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])OC(=O)CCCCCCCCCCCCCCCCC
cpd16439,NA,noinchikey_inpubchem
5htrp,NA,noinchikey_inpubchem
pgp120,NA,noinchikey_inpubchem
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M,C1C2CN(C=[N+]2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K,noinchikey_inpubchem
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N,noinchikey_inpubchem
pyam5p,ZMJGSOSNSPKHNH-UHFFFAOYSA-M,CC1=NC=C(C(=C1O)C[NH3+])COP(=O)([O-])[O-]
cbl1,OMAOKVYASDIYQG-DSRCUDDDSA-L,noinchikey_inpubchem
ara5p,PPQRONHOSHZGFQ-WDCZJNDASA-L,C(C(C(C(C=O)O)O)O)OP(=O)([O-])[O-]
ivcoa,UYVZIWWBJMYRCD-ZMHDXICWSA-J,CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
3hmoa,DNOPJXBPONYBLB-UHFFFAOYSA-M,CC(C)(C(=O)C(=O)[O-])O
cl,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-]
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-]
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)([O-])OP(=O)([O-])[O-]
cpd09812,NA,noinchikey_inpubchem
hxa,FUZZWVXGSFPDMH-UHFFFAOYSA-M,CCCCCC(=O)[O-]
cpd10553,NA,noinchikey_inpubchem
biocyt,NA,noinchikey_inpubchem
cpd15699,NA,noinchikey_inpubchem
6hmhpt,CQQNNQTXUGLUEV-UHFFFAOYSA-N,C1C(=NC2=C(N1)NC(=NC2=O)N)CO
cpd00329,NA,noinchikey_inpubchem
tdchola,BHTRKEVKTKCXOH-BJLOMENOSA-M,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
cpd00315,NA,noinchikey_inpubchem
gicolipa,JIYBFSMTJJSDHN-XHEUBBKESA-C,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])OC6C(C(C(C(O6)CO)O)O)O)O)O)OC7(CC(C(C(O7)C(CO)O)OC8C(C(C(C(O8)C)O)O)O)OC9(CC(C(C(O9)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC1C(C(C(C(O1)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-]
cpd02824,NA,noinchikey_inpubchem
cpd11520,NA,noinchikey_inpubchem
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
tmrs2eACP,NA,noinchikey_inpubchem
phphhlipa,MVYTXVAKEAWEGM-WMKPBWIYSA-D,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])O)O)O)OC6(CC(C(C(O6)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OCC7C(C(C(C(O7)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-]
duri,MXHRCPNRJAMMIM-SHYZEUOFSA-N,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O
2tdec7eg3p,NA,noinchikey_inpubchem
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M,C(C(C(=O)[O-])[NH3+])C(=O)[O-]
cpd15604,NA,noinchikey_inpubchem
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L,C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])OP(=O)([O-])[O-])O)N
Ntmelys,NA,noinchikey_inpubchem
clpn181,HSSSADMXQPKIEB-GXYAQEMJSA-L,noinchikey_inpubchem
sufsesh,NA,noinchikey_inpubchem
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L,C(=CC(=O)[O-])C(=O)[O-]
ptd1ino160,NA,noinchikey_inpubchem
cpd15672,NA,noinchikey_inpubchem
g3pi,BMVUIWJCUQSHLZ-UJGXJMNGSA-M,noinchikey_inpubchem
frmd,ZHNUHDYFZUAESO-UHFFFAOYSA-N,C(=O)N
cpd11510,NA,noinchikey_inpubchem
3hoctaACP,NA,noinchikey_inpubchem
mobd,MEFBJEMVZONFCJ-UHFFFAOYSA-N,[O-][Mo](=O)(=O)[O-]
Largn,MIEILDYWGANZNH-DSQUFTABSA-M,C1=CC(C=CC1O)(CC(C(=O)[O-])[NH3+])C(=O)[O-]
LIPIDS,NA,noinchikey_inpubchem
cpd14790,NA,noinchikey_inpubchem
cpd11525,NA,noinchikey_inpubchem
2c25dho,DHCUIDTZCMREHG-UHFFFAOYSA-L,C1=CC(OC1=O)(CC(=O)[O-])C(=O)[O-]
cpd06559,NA,noinchikey_inpubchem
cpd11527,NA,noinchikey_inpubchem
sucr,CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
hom__L,UKAUYVFTDYCKQA-VKHMYHEASA-N,C(CO)C(C(=O)O)N
LalaDglu,VYZAGTDAHUIRQA-CRCLSJGQSA-M,CC(C(=O)NC(CCC(=O)O)C(=O)[O-])N
dnad,SENPVEZBRZQVST-HISDBWNOSA-L,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)[O-]
pa140,OZSITQMWYBNPMW-GDLZYMKVSA-L,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCC
dca,NA,noinchikey_inpubchem
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O
toct2eACP,NA,noinchikey_inpubchem
cdpdhdec9eg,LBKBJHVQQNUXGQ-BQUKFSKHSA-L,noinchikey_inpubchem
cmpacna,TXCIAUNLDRJGJZ-BILDWYJOSA-L,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O
fdp,RNBGYGVWRKECFJ-VRPWFDPXSA-J,C(C1C(C(C(O1)(COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-]
selhcys,RCWCGLALNCIQNM-VKHMYHEASA-N,C(C[SeH])C(C(=O)O)N
2amsa,XMTCKNXTTXDPJX-REOHCLBHSA-N,C(=O)C(C(=O)O)N
ethamp,SUHOOTKUPISOBE-UHFFFAOYSA-M,C(COP(=O)([O-])[O-])[NH3+]
hista,NTYJJOPFIAHURM-UHFFFAOYSA-O,C1=C(NC=N1)CC[NH3+]
acorn,JRLGPAXAGHMNOL-LURJTMIESA-N,CC(=O)NC(CCCN)C(=O)O
2agpg180,ZYKIFISVQNGKFE-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC(CO)O
23ddhb,INCSWYKICIYAHB-WDSKDSINSA-M,C1=CC(C(C(=C1)C(=O)[O-])O)O
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K,C=C(C(=O)[O-])OP(=O)([O-])[O-]
lipidAds,HLDJGHAAKRKPAV-QDORLFPLSA-L,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OCC2C(C(C(C(O2)OP(=O)([O-])[O-])NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
met__L,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCCC(C(=O)O)N
1agpg180,HFJVKBVEKQHVTO-XZOQPEGZSA-M,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O
sufbcd__2fe2s,NA,noinchikey_inpubchem
cpd01371,NA,noinchikey_inpubchem
5mtr,ACWASDPGAVYCNI-JKUQZMGJSA-N,CSCC(C(C(C=O)O)O)O
cpd11541,NA,noinchikey_inpubchem
cpd34385,NA,noinchikey_inpubchem
lipidX,HEHQDWUWJVPREQ-XQJZMFRCSA-L,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
56dh5flura,RAIRJKWTBBDDAR-UHFFFAOYSA-N,C1C(C(=O)NC(=O)N1)F
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
cpe180,HCFAHMIUAQMBSN-UHFFFAOYSA-M,CCCCCCC1CC1CCCCCCCCCC(=O)N(CCOP(=O)([O-])OCC(CO)O)C(=O)CCCCCCCCCC2CC2CCCCCC
u3aga,TZSJGZGYQDNRRX-MPLCHSTDSA-L,CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O
pa160,PORPENFLTBBHSG-MGBGTMOVSA-L,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O
pheme,KABFMIBPWCXCRK-RGGAHWMASA-J,noinchikey_inpubchem
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N,OO
cpd09793,NA,noinchikey_inpubchem
udcpp,UFPHFKCTOZIAFY-RDQGWRCRSA-L,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])[O-])C)C)C)C)C)C)C)C)C)C)C
anhm,NA,noinchikey_inpubchem
cpd11538,NA,noinchikey_inpubchem
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L,C(C(=O)C(=O)[O-])C(=O)[O-]
cpd11533,NA,noinchikey_inpubchem
sulfac,AGGIJOLULBJGTQ-UHFFFAOYSA-L,C(C(=O)[O-])S(=O)(=O)[O-]
cpd00195,NA,noinchikey_inpubchem
cpd00491,NA,noinchikey_inpubchem
cpd02688,NA,noinchikey_inpubchem
cpd04016,NA,noinchikey_inpubchem
cpd05630,NA,noinchikey_inpubchem
pp2coa,POODSGUMUCVRTR-IEXPHMLFSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C=C)O
anhgm3p,ZWZMFRJKRXDGBE-UHFFFAOYSA-L,noinchikey_inpubchem
h2,UFHFLCQGNIYNRP-UHFFFAOYSA-N,[HH]
cpd08449,NA,noinchikey_inpubchem
cdpdhdecg,NA,noinchikey_inpubchem
vioxan,SZCBXWMUOPQSOX-WVJDLNGLSA-N,CC(=CC=CC=C(C)C=CC=C(C)C=CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=CC34C(CC(CC3(O4)C)O)(C)C
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
gagicolipa,XCYFJKYUDKZCQY-RQZVRRRJSA-C,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O)O)O)OC8(CC(C(C(O8)C(CO)O)OC9C(C(C(C(O9)C)O)O)O)OC1(CC(C(C(O1)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC1C(C(C(C(O1)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-]
cpd08400,NA,noinchikey_inpubchem
pydam,NHZMQXZHNVQTQA-UHFFFAOYSA-O,CC1=NC=C(C(=C1O)C[NH3+])CO
taur,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N
cpd15686,NA,noinchikey_inpubchem
cpd03661,NA,noinchikey_inpubchem
cpd10555,NA,noinchikey_inpubchem
2obut,TYEYBOSBBBHJIV-UHFFFAOYSA-M,CCC(=O)C(=O)[O-]
cpd03407,NA,noinchikey_inpubchem
pg160,BIABMEZBCHDPBV-MPQUPPDSSA-M,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)OC(=O)CCCCCCCCCCCCCCC
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L,C(C(=O)COP(=O)([O-])[O-])O
trnaser,NA,noinchikey_inpubchem
ckdo,YWWJKULNWGRYAS-UOVSKDHASA-L,C1C(C(C(OC1(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)C(CO)O)O)O
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L,CC1=NC=C(C(=C1O)C=O)COP(=O)([O-])[O-]
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O,[NH4+]
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M,C(C(C(=O)[O-])O)O
uAgl,RLNOPSGEZLGFAH-BSIIKIOPSA-K,CC(C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
itp,HAEJPQIATWHALX-KQYNXXCUSA-J,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
cpd25883,NA,noinchikey_inpubchem
cpd10545,NA,noinchikey_inpubchem
15dap,VHRGRCVQAFMJIZ-UHFFFAOYSA-P,C(CC[NH3+])CC[NH3+]
cpd11441,NA,noinchikey_inpubchem
mi3p__D,INAPMGSXUVUWAF-PTQMNWPWSA-L,noinchikey_inpubchem
ggbutal,JZNLEPLZUABCSQ-ZETCQYMHSA-N,C(CC=O)CNC(=O)CCC(C(=O)O)N
sheme,DLKSSIHHLYNIKN-QIISWYHFSA-D,CC1(C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])C(C3(C)CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-].[Fe+2]
pre2,OQIIYZQTTMKFAU-ZNLOQLQNSA-G,CC1(C(C2=CC3=C(C(=C(N3)CC4=C(C(=C(N4)C=C5C(C(C(=N5)C=C1[NH2+]2)CCC(=O)[O-])(C)CC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-]
23dhmb,JTEYKUFKXGDTEU-VKHMYHEASA-M,CC(C)(C(C(=O)[O-])O)O
cpd11507,NA,noinchikey_inpubchem
23dpg,XOHUEYCVLUUEJJ-UWTATZPHSA-I,C(C(C(=O)[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]
ugam,CYKLRRKFBPBYEI-NQQHDEILSA-M,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)CO)O)O)[NH3+])O)O
cpd15665,NA,noinchikey_inpubchem
trnapro,NA,noinchikey_inpubchem
2dhp,NA,noinchikey_inpubchem
apg141,NA,noinchikey_inpubchem
dtdp4d6dg,NA,noinchikey_inpubchem
cpd19241,NA,noinchikey_inpubchem
trnagly,NA,noinchikey_inpubchem
glyclt,NA,noinchikey_inpubchem
cpd11539,NA,noinchikey_inpubchem
hepdp,NA,noinchikey_inpubchem
pmcoa,NA,noinchikey_inpubchem
peng,JGSARLDLIJGVTE-MBNYWOFBSA-M,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C
gtp,NA,noinchikey_inpubchem
cpd33171,NA,noinchikey_inpubchem
cpd11558,NA,noinchikey_inpubchem
3odecACP,NA,noinchikey_inpubchem
gdptp,NA,noinchikey_inpubchem
adp,NA,noinchikey_inpubchem
h2co3,NA,noinchikey_inpubchem
for,NA,noinchikey_inpubchem
cpd01129,NA,noinchikey_inpubchem
cholate,BHQCQFFYRZLCQQ-OELDTZBJSA-M,CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
cpd11506,NA,noinchikey_inpubchem
adocbl,ZIHHMGTYZOSFRC-QRVZQHAISA-N,noinchikey_inpubchem
cpd15606,NA,noinchikey_inpubchem
cpd03281,NA,noinchikey_inpubchem
cpd15131,NA,noinchikey_inpubchem
8aonn,NA,noinchikey_inpubchem
ni2,NA,noinchikey_inpubchem
2cpr5p,NA,noinchikey_inpubchem
4hthr,NA,noinchikey_inpubchem
sucglu,NA,noinchikey_inpubchem
ipdp,NA,noinchikey_inpubchem
dttp,NA,noinchikey_inpubchem
lystrna,NA,noinchikey_inpubchem
1pipdn2c,GEJXSVNGWOSZPC-UHFFFAOYSA-N,C1CCN=C(C1)C(=O)O
3c3hmp,NA,noinchikey_inpubchem
dudp,NA,noinchikey_inpubchem
cpd03232,NA,noinchikey_inpubchem
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M,[SH-]
cm,WIIZWVCIJKGZOK-RKDXNWHRSA-N,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
cpd11590,NA,noinchikey_inpubchem
ppbng,QSHWIQZFGQKFMA-UHFFFAOYSA-M,C1=C(C(=C(N1)C[NH3+])CC(=O)[O-])CCC(=O)[O-]
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N,C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N
thdp,CXMBCXQHOXUCEO-BYPYZUCNSA-L,C1CC(N=C(C1)C(=O)[O-])C(=O)[O-]
cpd15675,NA,noinchikey_inpubchem
cpd15671,NA,noinchikey_inpubchem
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N,C(CC(C(=O)O)N)C=O
cpd03656,NA,noinchikey_inpubchem
cpd03158,NA,noinchikey_inpubchem
dc2coa,MGNBGCRQQFMNBM-YJHHLLFWSA-J,CCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
cpd10562,NA,noinchikey_inpubchem
4abut,BTCSSZJGUNDROE-UHFFFAOYSA-N,C(CC(=O)O)CN
t3c11vaceACP,NA,noinchikey_inpubchem
cpd14795,NA,noinchikey_inpubchem
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K,CC(=O)NC(CCC(=O)OP(=O)([O-])[O-])C(=O)[O-]
cpd25888,NA,noinchikey_inpubchem
glutrna,NA,noinchikey_inpubchem
adhlam,ARGXEXVCHMNAQU-UHFFFAOYSA-N,CC(=O)SC(CCCCC(=O)N)CCS
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M,C(CC(=O)[O-])C=O
cpd15603,NA,noinchikey_inpubchem
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
trans_dd2coa,IRFYVBULXZMEDE-DEEZISNZSA-J,CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(CO)O)O
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N,C(CC(C(=O)O)N)CC(C(=O)O)N
cpd11822,NA,noinchikey_inpubchem
cpd12592,NA,noinchikey_inpubchem
DNA,NA,noinchikey_inpubchem
adocbip,MQCMBMUJJHSGIF-QMUWONGRSA-K,noinchikey_inpubchem
protdt,NA,noinchikey_inpubchem
cobalt2,XLJKHNWPARRRJB-UHFFFAOYSA-N,[Co+2]
cpd12868,NA,noinchikey_inpubchem
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L,C1=C(NC=N1)C(C(COP(=O)([O-])[O-])O)O
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L,C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
2mbcoa,LYNVNYDEQMMNMZ-XGXNYEOVSA-J,CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
cpd15673,NA,noinchikey_inpubchem
3hcvac11eACP,NA,noinchikey_inpubchem
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(=O)NC2=O
5prdmbz,ZMRGXEJKZPRBPJ-SYQHCUMBSA-L,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O
cpd10552,NA,noinchikey_inpubchem
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M,C1C(C(C(C=C1C(=O)[O-])O)O)O
gmhep7p,SDADNVAZGVDAIM-ZUHYCWGWSA-L,C(C(C1C(C(C(C(O1)O)O)O)O)O)OP(=O)([O-])[O-]
cpd04106,NA,noinchikey_inpubchem
cpd11562,NA,noinchikey_inpubchem
mev__R,KJTLQQUUPVSXIM-ZCFIWIBFSA-M,CC(CCO)(CC(=O)[O-])O
ddcacoa,YMCXGHLSVALICC-GMHMEAMDSA-J,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L,CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N,C1=NC2=NC=NC(=C2N1)N
cpd21087,NA,noinchikey_inpubchem
cpd01859,NA,noinchikey_inpubchem
2agpg160,ODJYINYQGFIIRK-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC(CO)O
apoACP,NA,noinchikey_inpubchem
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)N
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P,C(CC[NH3+])C[NH3+]
pg120,NA,noinchikey_inpubchem
cpd01324,NA,noinchikey_inpubchem
cpd09879,NA,noinchikey_inpubchem
cdpdag_BS,NA,noinchikey_inpubchem
apg140,HLSZVIULNVUBQI-YWPUXERESA-M,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)O
